name,geoid,state_name,county_name,land_area (sqmtrs),population,population_density_sq_mi,median_household_income,hhs_total,hhi_lt_25k,hhi_25k_to_49k,hhi_50k_to_749k,hhi_75k_to_999k,hhi_100k_to_1490k,hhi_150k_to_1999k,hhi_200k_or_more,race_and_ethnicity_total,race_and_ethnicity_white,race_and_ethnicity_black,race_and_ethnicity_native,race_and_ethnicity_asian,race_and_ethnicity_islander,race_and_ethnicity_other,race_and_ethnicity_two,race_and_ethnicity_hispanic,age_total,age_female_0_to_9,age_female_10_to_19,age_female_20_to_29,age_female_30_to_39,age_female_40_to_49,age_female_50_to_59,age_female_60_to_69,age_female_70_plus,age_male_0_to_9,age_male_10_to_19,age_male_20_to_29,age_male_30_to_39,age_male_40_to_49,age_male_50_to_59,age_male_60_to_69,age_male_70_plus,median_age,educational_attainment_population_25_years_and_over,educational_attainment_no_diploma,educational_attainment_high_school,educational_attainment_some_college,educational_attainment_bachelors,educational_attainment_graduate,family_households_total,family_poverty_pct,employment_status_civilian_labor_force,unemployment_pct,housing_units,median_value_of_owner_occupied_units,households,
Tres Pinos CDP,16000US0680364,California,San Benito,"9,316,100",683,189.9,"$103,250",220,16,35,36,18,39,21,55,683,421,0,0,0,0,0,19,243,683,67,47,42,41,29,59,51,27,37,41,63,11,33,57,23,55,35.8,464,10.10%,23.90%,41.80%,13.80%,10.30%,183,3.30%,345,6.10%,234,"$771,300",220,
Trinidad city,16000US0680448,California,Humboldt,"1,255,850",324,668.2,"$71,667",142,30,23,20,11,30,11,17,324,250,0,17,8,0,6,26,17,324,12,8,13,20,15,26,31,28,10,33,15,10,9,32,35,27,55.6,238,0.00%,5.90%,28.60%,36.60%,29.00%,100,6.00%,165,6.10%,233,"$600,000",142,
Trinity Center CDP,16000US0680476,California,Trinity,"13,547,616",154,29.4,"$34,107",81,13,47,15,6,0,0,0,154,101,0,46,0,0,0,7,0,154,6,0,7,5,0,0,15,32,0,19,0,0,20,0,25,25,64.5,129,0.00%,55.00%,29.50%,9.30%,6.20%,22,0.00%,57,49.10%,379,"$215,600",81,
Trinity Village CDP,16000US0680483,California,Trinity,"10,394,620",253,63,"$33,784",142,39,71,14,7,0,0,11,253,238,0,0,0,0,3,12,0,253,14,0,0,0,24,26,34,61,6,6,0,0,0,13,47,22,64.6,227,7.50%,38.30%,40.50%,13.70%,0.00%,55,21.80%,94,0.00%,273,"$251,600",142,
Trona CDP,16000US0680515,California,Inyo,"24,076,929",40,4.3,-$1,19,0,8,11,0,0,0,0,40,15,0,0,0,0,0,0,25,40,0,14,0,11,0,0,7,0,0,0,0,0,0,0,8,0,36.5,26,0.00%,100.00%,0.00%,0.00%,0.00%,19,0.00%,11,0.00%,24,-$1,19,
Trowbridge CDP,16000US0680560,California,Sutter,"17,485,768",254,37.6,"$103,125",93,16,18,7,5,27,16,4,254,214,5,0,0,0,0,23,12,254,10,15,17,28,23,19,6,14,9,3,7,33,14,26,22,8,42.5,201,5.50%,28.90%,55.70%,9.00%,1.00%,79,5.10%,150,6.70%,95,"$332,400",93,
Truckee town,16000US0680588,California,Nevada,"83,740,316","16,474",509.5,"$97,092","6,050",606,786,897,811,"1,204",710,"1,036","16,474","13,502",9,9,141,83,0,260,"2,470","16,474",936,"1,142",735,"1,401","1,241","1,304",928,522,"1,314",795,536,"1,350","1,429","1,137",982,722,40.2,"11,491",5.40%,9.80%,32.90%,35.90%,16.00%,"4,467",4.60%,"9,336",1.80%,"13,904","$593,400","6,050",
Tulare city,16000US0680644,California,Tulare,"52,760,675","63,547","3,119.50","$54,037","18,422","3,693","4,719","3,586","2,491","2,786",691,456,"63,547","18,285","1,938",397,896,108,110,"1,038","40,775","63,547","5,917","5,689","5,088","4,710","3,515","3,133","2,291","2,175","6,354","5,378","5,116","4,346","3,706","2,654","1,859","1,616",28.4,"34,863",25.20%,30.50%,33.40%,8.00%,2.90%,"14,470",17.30%,"27,041",6.90%,"19,478","$207,000","18,422",
Tulelake city,16000US0680686,California,Siskiyou,"1,061,321",842,"2,054.80","$29,886",291,101,105,40,24,21,0,0,842,219,0,0,0,0,0,0,623,842,100,82,56,57,26,37,33,47,78,57,59,27,46,26,50,61,29.1,472,46.40%,24.20%,23.70%,5.70%,0.00%,213,31.00%,233,8.60%,444,"$79,100",291,
Tuolumne City CDP,16000US0680763,California,Tuolumne,"6,039,944","1,583",678.8,"$36,250",664,172,261,87,88,39,17,0,"1,583","1,071",2,17,45,0,0,32,416,"1,583",63,143,193,85,133,56,74,69,154,73,84,106,67,118,131,34,34,"1,129",13.90%,36.80%,39.00%,7.40%,2.80%,502,16.10%,467,0.00%,744,"$284,200",664,
Tupman CDP,16000US0680784,California,Kern,"1,367,277",144,272.8,-$1,49,15,10,4,5,15,0,0,144,118,0,2,0,0,0,9,15,144,10,8,10,10,2,12,7,2,11,15,11,10,7,15,11,3,32.3,93,32.30%,39.80%,9.70%,14.00%,4.30%,36,19.40%,60,13.30%,52,-$1,49,
Turlock city,16000US0680812,California,Stanislaus,"43,830,737","72,904","4,307.90","$59,681","25,182","5,403","5,302","4,385","3,318","3,954","1,607","1,213","72,904","36,740","1,782",429,"4,353",161,278,"1,869","27,292","72,904","5,370","5,848","5,827","4,907","4,436","4,806","3,353","3,826","4,526","5,615","5,399","4,739","4,379","4,214","2,887","2,772",34.2,"46,462",18.40%,24.60%,31.90%,16.90%,8.20%,"17,761",11.70%,"34,910",7.20%,"26,099","$310,100","25,182",
Tustin city,16000US0680854,California,Orange,"28,795,766","79,863","7,183.10","$84,697","25,697","2,761","3,929","4,444","3,746","4,486","2,620","3,711","79,863","25,457","1,891",72,"17,766",89,99,"2,564","31,925","79,863","4,919","5,453","5,967","6,196","5,841","4,777","3,745","3,377","5,926","5,955","6,078","6,209","5,462","4,780","2,954","2,224",34.4,"52,284",13.00%,17.90%,25.30%,28.60%,15.20%,"18,100",7.80%,"44,515",4.00%,"27,180","$647,500","25,697",
Tuttle CDP,16000US0680882,California,Merced,"4,555,442",94,53.4,-$1,48,18,0,30,0,0,0,0,94,0,0,12,0,18,0,0,64,94,0,0,0,0,0,18,0,30,0,0,0,0,0,12,0,34,75.3,94,12.80%,55.30%,31.90%,0.00%,0.00%,48,0.00%,18,0.00%,48,-$1,48,
Tuttletown CDP,16000US0680896,California,Tuolumne,"19,037,474","1,003",136.5,"$46,750",385,86,108,38,28,80,24,21,"1,003",883,0,0,0,0,0,27,93,"1,003",32,92,47,63,31,107,109,37,71,103,33,79,40,47,43,69,39.7,672,20.20%,25.70%,36.20%,6.70%,11.20%,223,0.00%,354,0.00%,385,"$266,700",385,
Twain CDP,16000US0680952,California,Plumas,"18,622,693",327,45.5,-$1,127,19,52,31,25,0,0,0,327,143,0,0,0,0,0,184,0,327,0,40,25,27,0,40,56,0,0,0,0,0,35,63,33,8,54.7,262,0.00%,48.50%,41.20%,0.00%,10.30%,83,62.70%,135,38.50%,207,"$256,300",127,
Twain Harte CDP,16000US0680966,California,Tuolumne,"9,579,415","2,311",624.8,"$67,306","1,207",90,279,277,78,264,29,190,"2,311","1,956",0,24,15,0,0,42,274,"2,311",33,97,70,110,0,307,352,86,100,48,205,84,91,266,266,196,56.3,"1,906",3.20%,21.70%,43.50%,21.20%,10.40%,701,2.10%,"1,260",5.10%,"2,308","$314,100","1,207",
Twentynine Palms city,16000US0680994,California,San Bernardino,"152,179,761","26,147",445,"$44,226","8,279","2,072","2,622","1,560","1,047",705,204,69,"26,147","14,310","2,539",243,937,693,0,"1,282","6,143","26,147","2,723","1,054","2,878","1,695",737,916,657,584,"2,626","2,014","5,577","1,876",747,842,811,410,24.2,"12,375",9.20%,24.10%,46.30%,14.00%,6.50%,"5,461",16.50%,"7,478",10.40%,"9,947","$146,400","8,279",
Twin Lakes CDP,16000US0681050,California,Santa Cruz,"1,789,856","5,196","7,518.80","$53,508","2,332",560,520,430,131,208,194,289,"5,196","3,514",38,0,0,0,43,166,"1,435","5,196",266,212,379,625,236,546,162,404,189,339,501,81,351,324,295,286,40.2,"3,810",13.60%,15.00%,29.60%,23.20%,18.60%,"1,173",13.60%,"2,401",6.40%,"2,796","$788,000","2,332",
Ukiah city,16000US0681134,California,Mendocino,"12,391,087","15,943","3,332.40","$49,889","5,992","1,404","1,597","1,128",601,893,204,165,"15,943","8,191",183,266,522,42,4,572,"6,163","15,943","1,112",729,940,"1,127","1,178","1,024",770,"1,045","1,127",936,"1,336","1,114","1,233",809,756,707,38.1,"10,891",18.80%,24.30%,35.30%,12.90%,8.80%,"3,601",14.60%,"7,999",11.40%,"6,417","$349,600","5,992",
Union City city,16000US0681204,California,Alameda,"50,244,919","74,722","3,851.70","$114,681","21,852","1,545","2,241","2,754","2,986","4,311","3,524","4,491","74,722","11,544","3,656",171,"39,663","1,145",32,"3,403","15,108","74,722","3,386","3,449","5,063","5,495","4,858","5,200","4,289","4,299","4,554","4,111","5,986","6,776","4,789","4,709","4,313","3,445",38.4,"54,530",9.40%,24.90%,25.30%,25.70%,14.60%,"18,203",3.00%,"40,336",3.40%,"22,903","$765,500","21,852",
University of California-Davis CDP,16000US0681302,California,Yolo,"3,788,366","7,311","4,998.30","$20,855",964,513,181,165,46,45,7,7,"7,311","1,992",91,0,"3,193",15,23,453,"1,544","7,311",35,"2,534","1,425",79,69,0,0,0,66,"1,679","1,228",134,35,12,15,0,19.5,796,0.00%,3.40%,26.30%,32.90%,37.40%,183,37.70%,"1,948",10.20%,"1,105",-$1,964,
University of California-Merced CDP,16000US0681312,California,Merced,"1,689,900",0,0,-$1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0,-$1,0,
Upland city,16000US0681344,California,San Bernardino,"40,432,012","76,596","4,906.60","$72,782","26,951","3,893","4,797","5,285","3,155","4,735","2,698","2,388","76,596","29,528","4,233",122,"6,888",72,244,"2,466","33,043","76,596","4,702","4,750","5,642","4,948","5,164","5,823","4,543","4,373","4,306","4,931","5,746","4,695","4,931","4,654","4,051","3,337",38.3,"52,181",10.60%,20.20%,36.80%,20.40%,12.00%,"19,135",8.80%,"40,381",4.80%,"27,722","$525,700","26,951",
Upper Lake CDP,16000US0681358,California,Lake,"4,357,049",896,532.6,"$47,375",357,134,45,65,22,91,0,0,896,683,15,0,0,0,0,13,185,896,20,61,52,105,50,84,63,24,48,10,41,65,104,52,53,64,43.8,757,4.10%,52.40%,35.00%,8.50%,0.00%,158,0.00%,442,12.90%,357,"$234,200",357,
Vacaville city,16000US0681554,California,Solano,"75,686,433","98,875","3,383.50","$87,823","32,698","3,574","5,169","5,109","4,765","7,042","3,678","3,361","98,875","49,901","9,426",364,"7,509",827,300,"5,991","24,557","98,875","6,122","5,832","6,325","6,834","5,578","6,264","5,554","5,202","6,096","6,459","7,365","7,883","7,046","7,241","5,524","3,550",37.5,"67,890",10.90%,24.60%,41.00%,15.60%,8.00%,"23,425",5.30%,"45,668",4.60%,"34,176","$422,400","32,698",
Val Verde CDP,16000US0681967,California,Los Angeles,"6,644,174","2,734","1,065.70","$88,947",710,48,104,103,172,201,60,22,"2,734",730,65,0,95,0,0,31,"1,813","2,734",216,190,181,156,191,201,104,62,168,188,318,157,151,202,147,102,34.2,"1,802",21.80%,24.00%,41.00%,8.30%,4.80%,564,0.70%,"1,582",7.80%,722,"$348,800",710,
Valinda CDP,16000US0681638,California,Los Angeles,"5,216,612","23,705","11,769.30","$84,134","5,182",588,685,938,940,"1,145",530,356,"23,705","1,127",406,50,"3,576",89,102,112,"18,243","23,705","1,281","1,656","1,705","1,364","1,466","1,556","1,341","1,030","1,537","1,547","2,182","1,649","1,725","1,610","1,372",684,36.2,"15,865",28.10%,31.10%,26.60%,11.10%,3.10%,"4,580",7.60%,"12,628",6.80%,"5,323","$447,100","5,182",
Valle Vista CDP,16000US0681708,California,Riverside,"17,794,983","17,663","2,570.80","$53,327","5,887","1,459","1,357","1,303",582,729,271,186,"17,663","8,766",838,198,293,0,13,421,"7,134","17,663","1,330","1,157","1,351",873,980,"1,205","1,086","1,259","1,040",946,"1,109","1,011","1,124","1,186",939,"1,067",40.1,"11,932",16.60%,30.90%,38.40%,7.60%,6.50%,"4,129",11.50%,"7,462",8.40%,"6,429","$184,600","5,887",
Vallecito CDP,16000US0681652,California,Calaveras,"22,171,595",234,27.3,"$52,375",148,19,36,53,27,13,0,0,234,218,0,0,0,0,0,0,16,234,0,6,12,10,32,8,69,11,0,0,5,8,31,0,42,0,60.3,228,0.00%,20.60%,53.10%,8.30%,18.00%,70,0.00%,184,0.00%,176,"$282,300",148,
Vallejo city,16000US0681666,California,Solano,"79,837,511","121,267","3,934.00","$69,405","42,048","6,862","8,410","7,736","5,820","7,139","3,343","2,738","121,267","29,250","23,902",118,"28,132","1,210",693,"6,087","31,875","121,267","6,775","6,712","8,987","8,358","7,565","8,416","8,523","7,093","7,219","7,181","9,168","8,731","6,766","7,308","7,483","4,982",38.4,"84,568",12.00%,25.50%,36.70%,18.70%,7.10%,"28,457",9.70%,"62,839",8.20%,"44,543","$370,000","42,048",
Valley Acres CDP,16000US0681722,California,Kern,"10,677,289",656,159.1,"$48,875",239,44,89,28,27,24,10,17,656,426,0,0,0,0,0,0,230,656,87,9,28,10,26,34,76,33,42,40,84,15,15,65,65,27,43.5,457,18.40%,33.70%,38.10%,8.80%,1.10%,198,12.10%,240,22.10%,257,"$109,900",239,
Valley Center CDP,16000US0681736,California,San Diego,"71,145,335","11,077",403.2,"$101,331","3,169",449,228,448,443,713,382,506,"11,077","6,741",93,129,391,17,28,617,"3,061","11,077",792,799,813,543,642,935,514,636,657,721,717,711,591,750,678,578,37.8,"7,379",11.20%,20.00%,33.60%,23.30%,11.90%,"2,702",9.10%,"5,379",3.60%,"3,386","$614,800","3,169",
Valley Ford CDP,16000US0681778,California,Sonoma,"6,842,484",34,12.9,-$1,11,0,0,0,11,0,0,0,34,34,0,0,0,0,0,0,0,34,0,0,0,0,0,10,11,0,0,0,0,0,0,13,0,0,51.4,34,0.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,24,0.00%,11,-$1,11,
Valley Home CDP,16000US0681792,California,Stanislaus,"2,977,464",185,160.9,-$1,81,32,9,7,15,12,0,6,185,163,0,5,0,0,0,0,17,185,0,10,0,12,4,38,3,37,3,4,13,0,8,30,13,10,57.5,163,18.40%,23.30%,45.40%,1.20%,11.70%,53,7.50%,78,12.80%,83,"$457,500",81,
Valley Ranch CDP,16000US0681869,California,Plumas,"2,945,415",0,0,-$1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,59,-$1,0,
Valley Springs CDP,16000US0681890,California,Calaveras,"25,567,749","3,502",354.7,"$68,898","1,336",259,198,260,221,214,109,75,"3,502","2,767",0,0,16,0,0,138,581,"3,502",34,228,150,357,115,191,366,309,238,221,251,116,226,171,369,160,42.9,"2,569",8.40%,21.90%,56.00%,8.10%,5.60%,943,5.80%,"1,716",4.70%,"1,490","$296,600","1,336",
Valley Wells CDP,16000US0681925,California,Inyo,"27,631,920",0,0,-$1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0,-$1,0,
Vandenberg AFB CDP,16000US0682072,California,Santa Barbara,"57,068,118","3,387",153.7,"$69,911","1,022",35,319,243,234,115,42,34,"3,387","1,728",363,26,158,13,0,436,663,"3,387",369,134,459,281,82,37,0,0,477,257,785,411,69,26,0,0,23.4,"1,472",2.30%,6.20%,48.00%,28.10%,15.40%,827,2.20%,943,7.00%,"1,072",-$1,"1,022",
Vandenberg Village CDP,16000US0682086,California,Santa Barbara,"13,588,474","8,114","1,546.50","$91,618","2,797",243,410,581,399,476,288,400,"8,114","5,044",328,37,259,19,79,531,"1,817","8,114",399,517,538,405,548,488,530,570,525,506,650,359,508,639,412,520,41.3,"5,590",5.70%,24.20%,34.20%,19.90%,16.00%,"2,246",2.20%,"4,017",5.20%,"2,854","$391,000","2,797",
Verdi CDP,16000US0682334,California,Sierra,"10,808,119",188,45.1,"$109,342",102,13,9,15,0,65,0,0,188,188,0,0,0,0,0,0,0,188,0,0,11,9,0,42,13,16,14,9,0,8,0,19,28,19,56.3,154,0.00%,11.00%,72.10%,7.10%,9.70%,65,0.00%,102,0.00%,125,"$434,600",102,
Vernon city,16000US0682422,California,Los Angeles,"12,880,348",130,26.1,"$67,917",43,2,16,11,5,8,0,1,130,8,18,0,3,0,0,0,101,130,15,10,14,16,4,8,9,1,19,8,4,11,3,1,4,3,26.5,68,11.80%,22.10%,52.90%,13.20%,0.00%,30,0.00%,58,0.00%,45,-$1,43,
Victor CDP,16000US0682562,California,San Joaquin,"3,270,556",215,170.3,-$1,111,72,30,0,9,0,0,0,215,158,0,0,0,0,0,0,57,215,21,0,9,0,40,0,9,14,0,41,32,9,10,10,11,9,33.5,153,35.90%,13.70%,50.30%,0.00%,0.00%,69,0.00%,112,0.00%,166,-$1,111,
Victorville city,16000US0682590,California,San Bernardino,"190,672,229","121,902","1,655.90","$53,957","32,699","6,930","8,244","5,977","4,525","4,120","2,088",815,"121,902","27,307","19,464",200,"4,365",170,101,"4,108","66,187","121,902","10,785","9,540","8,913","8,115","7,474","7,579","4,506","4,742","10,982","10,082","9,426","9,247","6,554","6,880","3,909","3,168",31,"72,613",22.30%,29.90%,34.90%,8.40%,4.60%,"25,441",16.50%,"48,626",12.90%,"35,104","$221,200","32,699",
View Park-Windsor Hills CDP,16000US0682667,California,Los Angeles,"4,768,649","11,756","6,385.00","$92,625","4,834",777,434,825,562,853,564,819,"11,756",737,"9,166",82,276,18,52,480,945,"11,756",372,428,617,700,916,"1,119","1,082","1,103",541,521,615,684,514,806,850,888,49.8,"9,275",4.30%,12.20%,31.00%,29.70%,22.70%,"2,680",9.40%,"6,291",11.30%,"5,137","$760,000","4,834",
Villa Park city,16000US0682744,California,Orange,"5,383,607","5,861","2,819.70","$165,000","1,988",132,175,147,188,230,279,837,"5,861","3,951",27,0,"1,021",0,25,118,719,"5,861",204,353,206,175,349,650,384,694,239,391,157,200,376,512,326,645,52.2,"4,467",6.60%,11.50%,27.20%,30.90%,23.80%,"1,682",4.00%,"2,571",2.50%,"2,097","$1,184,100","1,988",
Vina CDP,16000US0682786,California,Tehama,"3,501,361",230,170.1,"$61,125",69,0,21,30,8,0,0,10,230,170,0,0,0,0,0,0,60,230,21,0,0,11,0,0,0,19,0,9,0,93,39,0,0,38,39,200,11.50%,16.00%,18.50%,10.00%,44.00%,29,0.00%,155,0.00%,69,"$365,000",69,
Vincent CDP,16000US0682815,California,Los Angeles,"3,813,315","16,225","11,020.00","$86,011","4,042",334,619,702,853,"1,087",310,137,"16,225","1,855",209,0,"1,602",46,97,297,"12,119","16,225","1,038","1,182","1,126","1,032","1,111","1,200",943,686,944,"1,265","1,063","1,033","1,197",974,750,681,37.5,"10,701",24.90%,30.90%,30.40%,9.20%,4.60%,"3,478",3.00%,"8,417",5.90%,"4,191","$436,300","4,042",
Vine Hill CDP,16000US0682842,California,Contra Costa,"3,896,737","3,886","2,582.90","$106,855","1,314",164,139,183,138,317,189,184,"3,886","1,904",25,0,388,101,10,199,"1,259","3,886",261,237,243,381,164,232,220,151,365,297,151,435,257,212,170,110,34.9,"2,516",12.70%,27.40%,32.40%,17.90%,9.60%,956,3.20%,"1,963",4.00%,"1,414","$483,300","1,314",
Vineyard CDP,16000US0682852,California,Sacramento,"44,555,790","28,386","1,650.10","$94,939","8,429",771,"1,161","1,264","1,250","2,237",962,784,"28,386","9,208","2,495",85,"9,141",239,33,"1,889","5,296","28,386","2,029","2,118","1,855","1,985","1,983","2,274","1,223","1,118","1,678","2,358","1,951","1,826","1,750","2,039","1,272",927,35.5,"18,334",11.10%,21.40%,37.70%,21.00%,8.80%,"6,842",5.80%,"13,985",4.70%,"8,654","$384,100","8,429",
Visalia city,16000US0682954,California,Tulare,"98,223,962","132,104","3,483.30","$62,263","43,250","8,091","9,044","8,249","5,986","6,412","3,070","2,398","132,104","50,737","2,422",540,"6,766",84,148,"2,426","68,981","132,104","11,476","10,116","9,401","9,349","7,934","7,513","6,477","5,987","11,264","9,715","9,384","9,826","7,162","6,887","5,754","3,859",32,"80,775",17.20%,21.30%,38.40%,15.00%,8.20%,"31,669",13.00%,"59,336",4.90%,"45,504","$236,400","43,250",
Vista Santa Rosa CDP,16000US0683085,California,Riverside,"41,629,806","2,739",170.4,"$39,805",805,204,273,101,123,78,24,2,"2,739",289,0,44,0,0,0,8,"2,398","2,739",188,272,85,161,108,212,238,88,92,172,269,161,167,260,140,126,37.7,"1,846",39.40%,39.10%,14.50%,3.70%,3.30%,578,15.20%,"1,164",17.50%,990,"$220,600",805,
Vista city,16000US0682996,California,San Diego,"48,555,949","100,686","5,370.60","$72,125","30,168","3,595","5,659","6,237","4,579","5,590","2,743","1,765","100,686","39,827","2,948",334,"3,914",407,129,"1,835","51,292","100,686","6,980","6,706","7,902","7,262","6,414","5,992","3,946","3,875","8,003","7,072","9,354","7,505","6,164","6,845","3,785","2,881",32.9,"63,921",21.00%,24.00%,31.00%,16.20%,7.70%,"22,079",8.20%,"53,097",4.40%,"31,378","$480,900","30,168",
Volcano CDP,16000US0683094,California,Amador,"3,886,869",40,26.7,-$1,31,0,19,0,12,0,0,0,40,28,0,0,12,0,0,0,0,40,0,0,0,0,0,0,9,0,0,0,0,0,0,0,31,0,63.6,40,0.00%,0.00%,100.00%,0.00%,0.00%,12,0.00%,28,0.00%,73,-$1,31,
Volta CDP,16000US0683108,California,Merced,"11,318,388",128,29.3,"$41,186",69,0,55,14,0,0,0,0,128,26,14,0,0,0,0,0,88,128,0,0,0,0,0,0,15,0,0,0,43,0,39,21,0,10,40.5,85,45.90%,47.10%,7.10%,0.00%,0.00%,55,0.00%,103,0.00%,69,-$1,69,
Walker CDP,16000US0683262,California,Mono,"47,756,977",858,46.5,"$62,634",309,45,76,84,22,15,48,19,858,631,0,89,1,0,0,67,70,858,78,34,18,66,7,78,126,145,15,0,22,66,21,47,26,109,59.7,692,20.80%,32.90%,33.40%,7.40%,5.50%,214,3.30%,354,49.40%,415,"$235,400",309,
Wallace CDP,16000US0683304,California,Calaveras,"11,239,488",944,217.5,"$103,199",299,0,0,49,38,138,57,17,944,688,0,0,44,0,0,0,212,944,0,0,67,0,137,70,57,177,23,46,69,36,0,92,49,121,55.6,739,18.30%,6.40%,45.60%,10.10%,19.60%,219,0.00%,435,8.30%,299,"$391,700",299,
Walnut Creek city,16000US0683346,California,Contra Costa,"51,169,190","69,567","3,521.20","$105,948","31,390","3,288","4,015","3,895","3,604","5,797","3,568","7,223","69,567","47,532","1,280",61,"10,580",333,111,"3,326","6,344","69,567","3,318","2,867","3,777","4,554","4,018","4,218","4,922","9,683","3,447","3,019","3,316","4,441","3,701","4,038","3,959","6,289",47.8,"54,442",2.30%,8.50%,22.50%,36.40%,30.20%,"18,093",3.60%,"33,688",3.70%,"33,157","$793,100","31,390",
Walnut Grove CDP,16000US0683374,California,Sacramento,"26,419,421","1,364",133.7,"$57,600",492,51,183,89,45,63,20,41,"1,364",602,12,0,45,0,17,5,683,"1,364",92,75,131,98,60,159,55,75,44,69,84,70,84,74,119,75,40.6,"1,008",20.00%,30.10%,27.20%,18.30%,4.50%,386,1.80%,747,9.50%,667,"$474,200",492,
Walnut Park CDP,16000US0683402,California,Los Angeles,"1,936,671","15,896","21,258.40","$52,226","3,775",747,"1,039",720,543,463,135,128,"15,896",185,6,16,135,0,29,24,"15,501","15,896","1,075","1,043","1,143","1,190","1,078",875,829,712,828,"1,145","1,264","1,170","1,280","1,100",605,559,35.7,"10,712",51.80%,19.70%,19.70%,6.80%,2.00%,"3,225",15.00%,"8,132",6.60%,"3,833","$410,300","3,775",
Walnut city,16000US0683332,California,Los Angeles,"23,288,387","29,903","3,325.60","$108,669","9,069",896,"1,157","1,148","1,083","1,928","1,278","1,579","29,903","3,107","1,263",14,"18,703",106,19,643,"6,048","29,903","1,308","1,531","1,898","1,446","2,030","2,459","2,514","2,088","1,372","1,641","2,277","1,411","1,748","2,052","2,393","1,735",45.9,"22,218",7.80%,14.80%,24.80%,37.90%,14.70%,"7,887",5.10%,"14,809",4.40%,"9,542","$774,400","9,069",
Warm Springs CDP,16000US0683460,California,Riverside,"3,621,091","1,874","1,340.40","$50,931",515,165,75,178,41,46,0,10,"1,874",607,0,0,17,0,0,137,"1,113","1,874",123,45,144,100,158,93,50,26,145,185,215,163,163,101,80,83,33.8,"1,255",31.90%,43.50%,22.20%,2.40%,0.00%,395,19.70%,691,8.80%,548,"$240,200",515,
Warner Valley CDP,16000US0683494,California,Plumas,"45,059,297",0,0,-$1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,92,-$1,0,
Wasco city,16000US0683542,California,Kern,"24,315,483","27,193","2,896.50","$39,250","5,960","1,576","2,021","1,371",557,284,99,52,"27,193","2,564","1,613",87,145,30,6,391,"22,357","27,193","2,288","1,751","1,943","1,388","1,228","1,098",902,532,"1,845","1,810","4,107","3,309","1,887","1,667",921,517,29.7,"16,515",42.80%,32.50%,21.20%,2.60%,0.90%,"5,096",21.00%,"9,098",10.30%,"6,469","$168,500","5,960",
Washington CDP,16000US0683570,California,Nevada,"4,922,969",56,29.5,"$60,714",32,5,7,20,0,0,0,0,56,56,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,16,0,0,0,0,0,7,13,20,70.5,56,0.00%,21.40%,50.00%,28.60%,0.00%,14,0.00%,6,0.00%,94,"$138,400",32,
Waterford city,16000US0683612,California,Stanislaus,"6,108,059","8,877","3,764.10","$58,904","2,485",409,551,527,330,456,166,46,"8,877","3,832",75,0,182,12,0,223,"4,553","8,877",809,723,350,739,413,626,392,319,644,914,589,635,393,512,565,254,33.9,"5,287",33.90%,33.40%,26.20%,4.40%,2.10%,"2,103",16.10%,"3,710",8.10%,"2,706","$247,200","2,485",
Waterloo CDP,16000US0683626,California,San Joaquin,"14,076,382",670,123.3,"$85,000",222,44,50,0,29,33,0,66,670,414,0,0,13,0,0,0,243,670,0,73,23,48,20,26,93,95,0,74,20,46,0,30,52,70,53.6,502,17.50%,28.10%,23.50%,15.10%,15.70%,188,6.40%,270,6.70%,222,"$683,800",222,
Watsonville city,16000US0683668,California,Santa Cruz,"17,320,785","53,800","8,044.70","$55,470","14,717","3,105","3,531","2,796","1,859","2,170",647,609,"53,800","8,185",270,0,"1,364",0,24,288,"43,669","53,800","4,368","4,135","3,817","3,448","3,584","2,543","2,340","2,171","5,169","4,323","4,473","3,854","3,146","2,713","1,982","1,734",30.6,"31,362",39.20%,24.90%,23.70%,8.20%,4.00%,"11,270",13.40%,"26,153",7.50%,"15,196","$464,200","14,717",
Waukena CDP,16000US0683724,California,Tulare,"2,440,676",149,158.1,"$64,375",49,4,16,11,6,10,0,2,149,67,0,0,0,0,0,0,82,149,42,0,8,22,2,2,3,2,0,20,5,15,18,3,5,2,27.9,82,3.70%,51.20%,37.80%,3.70%,3.70%,36,11.10%,41,14.60%,49,"$261,400",49,
